ConcessionariaRodoviakm,Concessionaria,kmmt,Rodovia,Longitude,Latitude
Fernão Dias.MG-BR381.848.1,Fernão Dias,848.1,MG-BR381,-45.87365923,-22.2226283
Fernão Dias.MG-BR381.848.2,Fernão Dias,848.2,MG-BR381,-45.87392663,-22.2234611
Fernão Dias.MG-BR381.848.3,Fernão Dias,848.3,MG-BR381,-45.87414052,-22.22412724
Fernão Dias.MG-BR381.848.4,Fernão Dias,848.4,MG-BR381,-45.87446127,-22.2251262
Fernão Dias.MG-BR381.848.5,Fernão Dias,848.5,MG-BR381,-45.8747285,-22.2259585
Fernão Dias.MG-BR381.848.6,Fernão Dias,848.6,MG-BR381,-45.87499573,-22.2267908
Fernão Dias.MG-BR381.848.7,Fernão Dias,848.7,MG-BR381,-45.87526313,-22.2276236
Fernão Dias.MG-BR381.848.8,Fernão Dias,848.8,MG-BR381,-45.87553037,-22.2284559
Fernão Dias.MG-BR381.848.9,Fernão Dias,848.9,MG-BR381,-45.87579777,-22.2292887
Fernão Dias.MG-BR381.849.0,Fernão Dias,849,MG-BR381,-45.87593138,-22.22970485
Fernão Dias.MG-BR381.849.1,Fernão Dias,849.1,MG-BR381,-45.87638938,-22.23077279
Fernão Dias.MG-BR381.849.2,Fernão Dias,849.2,MG-BR381,-45.87694205,-22.23188331
Fernão Dias.MG-BR381.849.3,Fernão Dias,849.3,MG-BR381,-45.87738045,-22.23276419
Fernão Dias.MG-BR381.849.4,Fernão Dias,849.4,MG-BR381,-45.87781911,-22.23364562
Fernão Dias.MG-BR381.849.5,Fernão Dias,849.5,MG-BR381,-45.8782575,-22.2345265
Fernão Dias.MG-BR381.849.6,Fernão Dias,849.6,MG-BR381,-45.87869589,-22.23540738
Fernão Dias.MG-BR381.849.7,Fernão Dias,849.7,MG-BR381,-45.87913455,-22.23628881
Fernão Dias.MG-BR381.849.8,Fernão Dias,849.8,MG-BR381,-45.87957295,-22.23716969
Fernão Dias.MG-BR381.849.9,Fernão Dias,849.9,MG-BR381,-45.88001161,-22.23805112
Fernão Dias.MG-BR381.850.0,Fernão Dias,850,MG-BR381,-45.8802308,-22.23849156
Fernão Dias.MG-BR381.850.1,Fernão Dias,850.1,MG-BR381,-45.88089759,-22.23970181
Fernão Dias.MG-BR381.850.2,Fernão Dias,850.2,MG-BR381,-45.88134545,-22.24047209
Fernão Dias.MG-BR381.850.3,Fernão Dias,850.3,MG-BR381,-45.88161406,-22.24093408
Fernão Dias.MG-BR381.850.4,Fernão Dias,850.4,MG-BR381,-45.88204389,-22.24167334
Fernão Dias.MG-BR381.850.5,Fernão Dias,850.5,MG-BR381,-45.88267047,-22.24275098
Fernão Dias.MG-BR381.850.6,Fernão Dias,850.6,MG-BR381,-45.8829123,-22.24316691
Fernão Dias.MG-BR381.850.7,Fernão Dias,850.7,MG-BR381,-45.88358395,-22.24432209
Fernão Dias.MG-BR381.850.8,Fernão Dias,850.8,MG-BR381,-45.88403155,-22.24509191
Fernão Dias.MG-BR381.850.9,Fernão Dias,850.9,MG-BR381,-45.88447941,-22.24586219
Fernão Dias.MG-BR381.851.0,Fernão Dias,851,MG-BR381,-45.884927,-22.246632
Fernão Dias.MG-BR381.851.1,Fernão Dias,851.1,MG-BR381,-45.88526842,-22.2474439
Fernão Dias.MG-BR381.851.2,Fernão Dias,851.2,MG-BR381,-45.88561004,-22.2482563
Fernão Dias.MG-BR381.851.3,Fernão Dias,851.3,MG-BR381,-45.88595156,-22.24906845
Fernão Dias.MG-BR381.851.4,Fernão Dias,851.4,MG-BR381,-45.88629308,-22.2498806
Fernão Dias.MG-BR381.851.5,Fernão Dias,851.5,MG-BR381,-45.8866345,-22.2506925
Fernão Dias.MG-BR381.851.6,Fernão Dias,851.6,MG-BR381,-45.88697592,-22.2515044
Fernão Dias.MG-BR381.851.7,Fernão Dias,851.7,MG-BR381,-45.88731754,-22.2523168
Fernão Dias.MG-BR381.851.8,Fernão Dias,851.8,MG-BR381,-45.88765562,-22.25312077
Fernão Dias.MG-BR381.851.9,Fernão Dias,851.9,MG-BR381,-45.88800058,-22.2539411
Fernão Dias.MG-BR381.852.0,Fernão Dias,852,MG-BR381,-45.888342,-22.254753
Fernão Dias.MG-BR381.852.1,Fernão Dias,852.1,MG-BR381,-45.88855945,-22.2555834
Fernão Dias.MG-BR381.852.2,Fernão Dias,852.2,MG-BR381,-45.88877703,-22.2564143
Fernão Dias.MG-BR381.852.3,Fernão Dias,852.3,MG-BR381,-45.88899447,-22.2572447
Fernão Dias.MG-BR381.852.4,Fernão Dias,852.4,MG-BR381,-45.88921205,-22.2580756
Fernão Dias.MG-BR381.852.5,Fernão Dias,852.5,MG-BR381,-45.8894295,-22.258906
Fernão Dias.MG-BR381.852.6,Fernão Dias,852.6,MG-BR381,-45.88964695,-22.2597364
Fernão Dias.MG-BR381.852.7,Fernão Dias,852.7,MG-BR381,-45.88986446,-22.26056705
Fernão Dias.MG-BR381.852.8,Fernão Dias,852.8,MG-BR381,-45.89008197,-22.2613977
Fernão Dias.MG-BR381.852.9,Fernão Dias,852.9,MG-BR381,-45.89029955,-22.2622286
Fernão Dias.MG-BR381.853.0,Fernão Dias,853,MG-BR381,-45.89040828,-22.2626438
Fernão Dias.MG-BR381.853.1,Fernão Dias,853.1,MG-BR381,-45.89073865,-22.2638906
Fernão Dias.MG-BR381.853.2,Fernão Dias,853.2,MG-BR381,-45.89096043,-22.2647227
Fernão Dias.MG-BR381.853.3,Fernão Dias,853.3,MG-BR381,-45.89118207,-22.2655543
Fernão Dias.MG-BR381.853.4,Fernão Dias,853.4,MG-BR381,-45.89140385,-22.2663864
Fernão Dias.MG-BR381.853.5,Fernão Dias,853.5,MG-BR381,-45.8916255,-22.267218
Fernão Dias.MG-BR381.853.6,Fernão Dias,853.6,MG-BR381,-45.89184715,-22.2680496
Fernão Dias.MG-BR381.853.7,Fernão Dias,853.7,MG-BR381,-45.89206893,-22.2688817
Fernão Dias.MG-BR381.853.8,Fernão Dias,853.8,MG-BR381,-45.89229057,-22.2697133
Fernão Dias.MG-BR381.853.9,Fernão Dias,853.9,MG-BR381,-45.89251235,-22.2705454
Fernão Dias.MG-BR381.854.0,Fernão Dias,854,MG-BR381,-45.89262318,-22.2709612
Fernão Dias.MG-BR381.854.1,Fernão Dias,854.1,MG-BR381,-45.89295125,-22.2722008
Fernão Dias.MG-BR381.854.2,Fernão Dias,854.2,MG-BR381,-45.89306,-22.2726132
Fernão Dias.MG-BR381.854.3,Fernão Dias,854.3,MG-BR381,-45.893362,-22.27375837
Fernão Dias.MG-BR381.854.4,Fernão Dias,854.4,MG-BR381,-45.89353588,-22.27441771
Fernão Dias.MG-BR381.854.5,Fernão Dias,854.5,MG-BR381,-45.8938205,-22.275497
Fernão Dias.MG-BR381.854.6,Fernão Dias,854.6,MG-BR381,-45.89403775,-22.2763208
Fernão Dias.MG-BR381.854.7,Fernão Dias,854.7,MG-BR381,-45.89425513,-22.2771451
Fernão Dias.MG-BR381.854.8,Fernão Dias,854.8,MG-BR381,-45.89447237,-22.2779689
Fernão Dias.MG-BR381.854.9,Fernão Dias,854.9,MG-BR381,-45.89468975,-22.2787932
Fernão Dias.MG-BR381.855.0,Fernão Dias,855,MG-BR381,-45.894907,-22.279617
Fernão Dias.MG-BR381.855.1,Fernão Dias,855.1,MG-BR381,-45.89512485,-22.2804508
Fernão Dias.MG-BR381.855.2,Fernão Dias,855.2,MG-BR381,-45.89534283,-22.2812851
Fernão Dias.MG-BR381.855.3,Fernão Dias,855.3,MG-BR381,-45.89556067,-22.2821189
Fernão Dias.MG-BR381.855.4,Fernão Dias,855.4,MG-BR381,-45.89577865,-22.2829532
Fernão Dias.MG-BR381.855.5,Fernão Dias,855.5,MG-BR381,-45.8959965,-22.283787
Fernão Dias.MG-BR381.855.6,Fernão Dias,855.6,MG-BR381,-45.89621435,-22.2846208
Fernão Dias.MG-BR381.855.7,Fernão Dias,855.7,MG-BR381,-45.89643233,-22.2854551
Fernão Dias.MG-BR381.855.8,Fernão Dias,855.8,MG-BR381,-45.89665017,-22.2862889
Fernão Dias.MG-BR381.855.9,Fernão Dias,855.9,MG-BR381,-45.89684634,-22.28703972
Fernão Dias.MG-BR381.856.0,Fernão Dias,856,MG-BR381,-45.89697708,-22.2875401
Fernão Dias.MG-BR381.856.1,Fernão Dias,856.1,MG-BR381,-45.89730775,-22.28879679
Fernão Dias.MG-BR381.856.2,Fernão Dias,856.2,MG-BR381,-45.89752963,-22.2896371
Fernão Dias.MG-BR381.856.3,Fernão Dias,856.3,MG-BR381,-45.89775137,-22.2904769
Fernão Dias.MG-BR381.856.4,Fernão Dias,856.4,MG-BR381,-45.89797325,-22.29131721
Fernão Dias.MG-BR381.856.5,Fernão Dias,856.5,MG-BR381,-45.898195,-22.292157
Fernão Dias.MG-BR381.856.6,Fernão Dias,856.6,MG-BR381,-45.89841675,-22.29299679
Fernão Dias.MG-BR381.856.7,Fernão Dias,856.7,MG-BR381,-45.89863856,-22.29383685
Fernão Dias.MG-BR381.856.8,Fernão Dias,856.8,MG-BR381,-45.89886037,-22.2946769
Fernão Dias.MG-BR381.856.9,Fernão Dias,856.9,MG-BR381,-45.89908225,-22.29551721
Fernão Dias.MG-BR381.857.0,Fernão Dias,857,MG-BR381,-45.899304,-22.296357
Fernão Dias.MG-BR381.857.1,Fernão Dias,857.1,MG-BR381,-45.89952225,-22.2971808
Fernão Dias.MG-BR381.857.2,Fernão Dias,857.2,MG-BR381,-45.89974063,-22.2980051
Fernão Dias.MG-BR381.857.3,Fernão Dias,857.3,MG-BR381,-45.89986068,-22.29845824
Fernão Dias.MG-BR381.857.4,Fernão Dias,857.4,MG-BR381,-45.90017725,-22.2996532
Fernão Dias.MG-BR381.857.5,Fernão Dias,857.5,MG-BR381,-45.9003955,-22.300477
Fernão Dias.MG-BR381.857.6,Fernão Dias,857.6,MG-BR381,-45.90061375,-22.3013008
Fernão Dias.MG-BR381.857.7,Fernão Dias,857.7,MG-BR381,-45.90083213,-22.3021251
Fernão Dias.MG-BR381.857.8,Fernão Dias,857.8,MG-BR381,-45.90105037,-22.3029489
Fernão Dias.MG-BR381.857.9,Fernão Dias,857.9,MG-BR381,-45.90126875,-22.3037732
Fernão Dias.MG-BR381.858.0,Fernão Dias,858,MG-BR381,-45.901487,-22.304597
Fernão Dias.MG-BR381.858.1,Fernão Dias,858.1,MG-BR381,-45.90162007,-22.30509624
Fernão Dias.MG-BR381.858.2,Fernão Dias,858.2,MG-BR381,-45.90181975,-22.30584535
Fernão Dias.MG-BR381.858.3,Fernão Dias,858.3,MG-BR381,-45.90215237,-22.3070932
Fernão Dias.MG-BR381.858.4,Fernão Dias,858.4,MG-BR381,-45.90237425,-22.3079256
Fernão Dias.MG-BR381.858.5,Fernão Dias,858.5,MG-BR381,-45.902596,-22.3087575
Fernão Dias.MG-BR381.858.6,Fernão Dias,858.6,MG-BR381,-45.90275128,-22.30934003
Fernão Dias.MG-BR381.858.7,Fernão Dias,858.7,MG-BR381,-45.90303963,-22.3104218
Fernão Dias.MG-BR381.858.8,Fernão Dias,858.8,MG-BR381,-45.90326137,-22.3112537
Fernão Dias.MG-BR381.858.9,Fernão Dias,858.9,MG-BR381,-45.90348325,-22.3120861
Fernão Dias.MG-BR381.859.0,Fernão Dias,859,MG-BR381,-45.90359413,-22.31250205
Fernão Dias.MG-BR381.859.1,Fernão Dias,859.1,MG-BR381,-45.90399253,-22.3137534
Fernão Dias.MG-BR381.859.2,Fernão Dias,859.2,MG-BR381,-45.90426865,-22.31455564
Fernão Dias.MG-BR381.859.3,Fernão Dias,859.3,MG-BR381,-45.90456776,-22.3154247
Fernão Dias.MG-BR381.859.4,Fernão Dias,859.4,MG-BR381,-45.90485547,-22.3162606
Fernão Dias.MG-BR381.859.5,Fernão Dias,859.5,MG-BR381,-45.905143,-22.317096
Fernão Dias.MG-BR381.859.6,Fernão Dias,859.6,MG-BR381,-45.90531274,-22.31758918
Fernão Dias.MG-BR381.859.7,Fernão Dias,859.7,MG-BR381,-45.90571824,-22.3187673
Fernão Dias.MG-BR381.859.8,Fernão Dias,859.8,MG-BR381,-45.90600576,-22.3196027
Fernão Dias.MG-BR381.859.9,Fernão Dias,859.9,MG-BR381,-45.90629347,-22.3204386
Fernão Dias.MG-BR381.860.0,Fernão Dias,860,MG-BR381,-45.906581,-22.321274
Fernão Dias.MG-BR381.860.1,Fernão Dias,860.1,MG-BR381,-45.90720345,-22.32188825
Fernão Dias.MG-BR381.860.2,Fernão Dias,860.2,MG-BR381,-45.90782628,-22.32250288
Fernão Dias.MG-BR381.860.3,Fernão Dias,860.3,MG-BR381,-45.90844892,-22.32311732
Fernão Dias.MG-BR381.860.4,Fernão Dias,860.4,MG-BR381,-45.90907155,-22.32373175
Fernão Dias.MG-BR381.860.5,Fernão Dias,860.5,MG-BR381,-45.909694,-22.324346
Fernão Dias.MG-BR381.860.6,Fernão Dias,860.6,MG-BR381,-45.91031645,-22.32496025
Fernão Dias.MG-BR381.860.7,Fernão Dias,860.7,MG-BR381,-45.91093928,-22.32557488
Fernão Dias.MG-BR381.860.8,Fernão Dias,860.8,MG-BR381,-45.91156172,-22.32618913
Fernão Dias.MG-BR381.860.9,Fernão Dias,860.9,MG-BR381,-45.91218455,-22.32680375
Fernão Dias.MG-BR381.861.0,Fernão Dias,861,MG-BR381,-45.91249578,-22.32711088
Fernão Dias.MG-BR381.861.1,Fernão Dias,861.1,MG-BR381,-45.91349903,-22.32794577
Fernão Dias.MG-BR381.861.2,Fernão Dias,861.2,MG-BR381,-45.91399756,-22.32832597
Fernão Dias.MG-BR381.861.3,Fernão Dias,861.3,MG-BR381,-45.91488352,-22.32900164
Fernão Dias.MG-BR381.861.4,Fernão Dias,861.4,MG-BR381,-45.91557597,-22.32952973
Fernão Dias.MG-BR381.861.5,Fernão Dias,861.5,MG-BR381,-45.916268,-22.3300575
Fernão Dias.MG-BR381.861.6,Fernão Dias,861.6,MG-BR381,-45.91696003,-22.33058527
Fernão Dias.MG-BR381.861.7,Fernão Dias,861.7,MG-BR381,-45.91765248,-22.33111336
Fernão Dias.MG-BR381.861.8,Fernão Dias,861.8,MG-BR381,-45.91815778,-22.33149872
Fernão Dias.MG-BR381.861.9,Fernão Dias,861.9,MG-BR381,-45.91903697,-22.33216923
Fernão Dias.MG-BR381.862.0,Fernão Dias,862,MG-BR381,-45.91938298,-22.33243311
Fernão Dias.MG-BR381.862.1,Fernão Dias,862.1,MG-BR381,-45.92007982,-22.33312777
Fernão Dias.MG-BR381.862.2,Fernão Dias,862.2,MG-BR381,-45.92080847,-22.33402248
Fernão Dias.MG-BR381.862.3,Fernão Dias,862.3,MG-BR381,-45.92134803,-22.33468502
Fernão Dias.MG-BR381.862.4,Fernão Dias,862.4,MG-BR381,-45.92188793,-22.33534796
Fernão Dias.MG-BR381.862.5,Fernão Dias,862.5,MG-BR381,-45.92224402,-22.3357852
Fernão Dias.MG-BR381.862.6,Fernão Dias,862.6,MG-BR381,-45.92296707,-22.33667304
Fernão Dias.MG-BR381.862.7,Fernão Dias,862.7,MG-BR381,-45.92324245,-22.33701118
Fernão Dias.MG-BR381.862.8,Fernão Dias,862.8,MG-BR381,-45.92404653,-22.33799852
Fernão Dias.MG-BR381.862.9,Fernão Dias,862.9,MG-BR381,-45.92458643,-22.33866146
Fernão Dias.MG-BR381.863.0,Fernão Dias,863,MG-BR381,-45.92485622,-22.33899273
Fernão Dias.MG-BR381.863.1,Fernão Dias,863.1,MG-BR381,-45.92527086,-22.34016589
Fernão Dias.MG-BR381.863.2,Fernão Dias,863.2,MG-BR381,-45.92541582,-22.3410083
Fernão Dias.MG-BR381.863.3,Fernão Dias,863.3,MG-BR381,-45.92556068,-22.3418502
Fernão Dias.MG-BR381.863.4,Fernão Dias,863.4,MG-BR381,-45.92563311,-22.34227114
Fernão Dias.MG-BR381.863.5,Fernão Dias,863.5,MG-BR381,-45.92578382,-22.34314696
Fernão Dias.MG-BR381.863.6,Fernão Dias,863.6,MG-BR381,-45.92599536,-22.34437639
Fernão Dias.MG-BR381.863.7,Fernão Dias,863.7,MG-BR381,-45.92614032,-22.3452188
Fernão Dias.MG-BR381.863.8,Fernão Dias,863.8,MG-BR381,-45.92628518,-22.3460607
Fernão Dias.MG-BR381.863.9,Fernão Dias,863.9,MG-BR381,-45.92643014,-22.34690311
Fernão Dias.MG-BR381.864.0,Fernão Dias,864,MG-BR381,-45.92650257,-22.34732405
Fernão Dias.MG-BR381.864.1,Fernão Dias,864.1,MG-BR381,-45.92671027,-22.34858749
Fernão Dias.MG-BR381.864.2,Fernão Dias,864.2,MG-BR381,-45.92684562,-22.3494305
Fernão Dias.MG-BR381.864.3,Fernão Dias,864.3,MG-BR381,-45.92698088,-22.350273
Fernão Dias.MG-BR381.864.4,Fernão Dias,864.4,MG-BR381,-45.92711623,-22.35111601
Fernão Dias.MG-BR381.864.5,Fernão Dias,864.5,MG-BR381,-45.9272515,-22.3519585
Fernão Dias.MG-BR381.864.6,Fernão Dias,864.6,MG-BR381,-45.92738677,-22.35280099
Fernão Dias.MG-BR381.864.7,Fernão Dias,864.7,MG-BR381,-45.92752212,-22.353644
Fernão Dias.MG-BR381.864.8,Fernão Dias,864.8,MG-BR381,-45.92765738,-22.3544865
Fernão Dias.MG-BR381.864.9,Fernão Dias,864.9,MG-BR381,-45.92779273,-22.35532951
Fernão Dias.MG-BR381.865.0,Fernão Dias,865,MG-BR381,-45.927928,-22.356172
Fernão Dias.MG-BR381.865.1,Fernão Dias,865.1,MG-BR381,-45.92821073,-22.35690742
Fernão Dias.MG-BR381.865.2,Fernão Dias,865.2,MG-BR381,-45.92849363,-22.35764329
Fernão Dias.MG-BR381.865.3,Fernão Dias,865.3,MG-BR381,-45.92877637,-22.35837871
Fernão Dias.MG-BR381.865.4,Fernão Dias,865.4,MG-BR381,-45.92891773,-22.35874642
Fernão Dias.MG-BR381.865.5,Fernão Dias,865.5,MG-BR381,-45.929342,-22.35985
Fernão Dias.MG-BR381.865.6,Fernão Dias,865.6,MG-BR381,-45.92962473,-22.36058542
Fernão Dias.MG-BR381.865.7,Fernão Dias,865.7,MG-BR381,-45.92990763,-22.36132129
Fernão Dias.MG-BR381.865.8,Fernão Dias,865.8,MG-BR381,-45.93019037,-22.36205671
Fernão Dias.MG-BR381.865.9,Fernão Dias,865.9,MG-BR381,-45.93047327,-22.36279258
Fernão Dias.MG-BR381.866.0,Fernão Dias,866,MG-BR381,-45.930756,-22.363528
Fernão Dias.MG-BR381.866.1,Fernão Dias,866.1,MG-BR381,-45.93127587,-22.36426012
Fernão Dias.MG-BR381.866.2,Fernão Dias,866.2,MG-BR381,-45.93179606,-22.36499269
Fernão Dias.MG-BR381.866.3,Fernão Dias,866.3,MG-BR381,-45.93231594,-22.36572481
Fernão Dias.MG-BR381.866.4,Fernão Dias,866.4,MG-BR381,-45.93283597,-22.36645716
Fernão Dias.MG-BR381.866.5,Fernão Dias,866.5,MG-BR381,-45.933356,-22.3671895
Fernão Dias.MG-BR381.866.6,Fernão Dias,866.6,MG-BR381,-45.93387587,-22.36792162
Fernão Dias.MG-BR381.866.7,Fernão Dias,866.7,MG-BR381,-45.93439606,-22.36865419
Fernão Dias.MG-BR381.866.8,Fernão Dias,866.8,MG-BR381,-45.93491594,-22.36938631
Fernão Dias.MG-BR381.866.9,Fernão Dias,866.9,MG-BR381,-45.93533203,-22.36997228
Fernão Dias.MG-BR381.867.0,Fernão Dias,867,MG-BR381,-45.935956,-22.370851
Fernão Dias.MG-BR381.867.1,Fernão Dias,867.1,MG-BR381,-45.93657325,-22.37151914
Fernão Dias.MG-BR381.867.2,Fernão Dias,867.2,MG-BR381,-45.93719088,-22.37218768
Fernão Dias.MG-BR381.867.3,Fernão Dias,867.3,MG-BR381,-45.93780812,-22.37285582
Fernão Dias.MG-BR381.867.4,Fernão Dias,867.4,MG-BR381,-45.93842575,-22.37352436
Fernão Dias.MG-BR381.867.5,Fernão Dias,867.5,MG-BR381,-45.939043,-22.3741925
Fernão Dias.MG-BR381.867.6,Fernão Dias,867.6,MG-BR381,-45.93966025,-22.37486064
Fernão Dias.MG-BR381.867.7,Fernão Dias,867.7,MG-BR381,-45.94027788,-22.37552918
Fernão Dias.MG-BR381.867.8,Fernão Dias,867.8,MG-BR381,-45.94089512,-22.37619732
Fernão Dias.MG-BR381.867.9,Fernão Dias,867.9,MG-BR381,-45.94150634,-22.37685893
Fernão Dias.MG-BR381.868.0,Fernão Dias,868,MG-BR381,-45.94213,-22.377534
Fernão Dias.MG-BR381.868.1,Fernão Dias,868.1,MG-BR381,-45.94277524,-22.37812825
Fernão Dias.MG-BR381.868.2,Fernão Dias,868.2,MG-BR381,-45.94342088,-22.37872287
Fernão Dias.MG-BR381.868.3,Fernão Dias,868.3,MG-BR381,-45.94406612,-22.37931713
Fernão Dias.MG-BR381.868.4,Fernão Dias,868.4,MG-BR381,-45.94471176,-22.37991175
Fernão Dias.MG-BR381.868.5,Fernão Dias,868.5,MG-BR381,-45.945357,-22.380506
Fernão Dias.MG-BR381.868.6,Fernão Dias,868.6,MG-BR381,-45.94600224,-22.38110025
Fernão Dias.MG-BR381.868.7,Fernão Dias,868.7,MG-BR381,-45.94664768,-22.38169469
Fernão Dias.MG-BR381.868.8,Fernão Dias,868.8,MG-BR381,-45.94729312,-22.38228913
Fernão Dias.MG-BR381.868.9,Fernão Dias,868.9,MG-BR381,-45.94793876,-22.38288375
Fernão Dias.MG-BR381.869.0,Fernão Dias,869,MG-BR381,-45.948584,-22.383478
Fernão Dias.MG-BR381.869.1,Fernão Dias,869.1,MG-BR381,-45.94901153,-22.38399282
Fernão Dias.MG-BR381.869.2,Fernão Dias,869.2,MG-BR381,-45.94968027,-22.38479808
Fernão Dias.MG-BR381.869.3,Fernão Dias,869.3,MG-BR381,-45.9499596,-22.38513445
Fernão Dias.MG-BR381.869.4,Fernão Dias,869.4,MG-BR381,-45.95077653,-22.38611816
Fernão Dias.MG-BR381.869.5,Fernão Dias,869.5,MG-BR381,-45.9513245,-22.386778
Fernão Dias.MG-BR381.869.6,Fernão Dias,869.6,MG-BR381,-45.95187247,-22.38743784
Fernão Dias.MG-BR381.869.7,Fernão Dias,869.7,MG-BR381,-45.95242077,-22.38809808
Fernão Dias.MG-BR381.869.8,Fernão Dias,869.8,MG-BR381,-45.95296873,-22.38875792
Fernão Dias.MG-BR381.869.9,Fernão Dias,869.9,MG-BR381,-45.95351703,-22.38941816
Fernão Dias.MG-BR381.870.0,Fernão Dias,870,MG-BR381,-45.954065,-22.390078
Fernão Dias.MG-BR381.870.1,Fernão Dias,870.1,MG-BR381,-45.95461916,-22.39077253
Fernão Dias.MG-BR381.870.2,Fernão Dias,870.2,MG-BR381,-45.95489659,-22.39112022
Fernão Dias.MG-BR381.870.3,Fernão Dias,870.3,MG-BR381,-45.95572783,-22.39216202
Fernão Dias.MG-BR381.870.4,Fernão Dias,870.4,MG-BR381,-45.95628234,-22.39285697
Fernão Dias.MG-BR381.870.5,Fernão Dias,870.5,MG-BR381,-45.95672553,-22.39341242
Fernão Dias.MG-BR381.870.6,Fernão Dias,870.6,MG-BR381,-45.95739066,-22.39424603
Fernão Dias.MG-BR381.870.7,Fernão Dias,870.7,MG-BR381,-45.95794517,-22.39494098
Fernão Dias.MG-BR381.870.8,Fernão Dias,870.8,MG-BR381,-45.95849933,-22.39563552
Fernão Dias.MG-BR381.870.9,Fernão Dias,870.9,MG-BR381,-45.95905384,-22.39633047
Fernão Dias.MG-BR381.871.0,Fernão Dias,871,MG-BR381,-45.959608,-22.397025
Fernão Dias.MG-BR381.871.1,Fernão Dias,871.1,MG-BR381,-45.95964489,-22.3978449
Fernão Dias.MG-BR381.871.2,Fernão Dias,871.2,MG-BR381,-45.9596818,-22.3986653
Fernão Dias.MG-BR381.871.3,Fernão Dias,871.3,MG-BR381,-45.9597187,-22.3994852
Fernão Dias.MG-BR381.871.4,Fernão Dias,871.4,MG-BR381,-45.96050671,-22.39997156
Fernão Dias.MG-BR381.871.5,Fernão Dias,871.5,MG-BR381,-45.9597925,-22.4011255
Fernão Dias.MG-BR381.871.6,Fernão Dias,871.6,MG-BR381,-45.96102694,-22.40167721
Fernão Dias.MG-BR381.871.7,Fernão Dias,871.7,MG-BR381,-45.9598663,-22.4027658
Fernão Dias.MG-BR381.871.8,Fernão Dias,871.8,MG-BR381,-45.9599032,-22.4035857
Fernão Dias.MG-BR381.871.9,Fernão Dias,871.9,MG-BR381,-45.95994011,-22.4044061
Fernão Dias.MG-BR381.872.0,Fernão Dias,872,MG-BR381,-45.9599604,-22.4048571
Fernão Dias.MG-BR381.872.1,Fernão Dias,872.1,MG-BR381,-45.96008857,-22.4060428
Fernão Dias.MG-BR381.872.2,Fernão Dias,872.2,MG-BR381,-45.96020021,-22.4068601
Fernão Dias.MG-BR381.872.3,Fernão Dias,872.3,MG-BR381,-45.96031179,-22.4076769
Fernão Dias.MG-BR381.872.4,Fernão Dias,872.4,MG-BR381,-45.96042343,-22.4084942
Fernão Dias.MG-BR381.872.5,Fernão Dias,872.5,MG-BR381,-45.960535,-22.409311
Fernão Dias.MG-BR381.872.6,Fernão Dias,872.6,MG-BR381,-45.96064657,-22.4101278
Fernão Dias.MG-BR381.872.7,Fernão Dias,872.7,MG-BR381,-45.96075821,-22.4109451
Fernão Dias.MG-BR381.872.8,Fernão Dias,872.8,MG-BR381,-45.9608687,-22.41175392
Fernão Dias.MG-BR381.872.9,Fernão Dias,872.9,MG-BR381,-45.96098143,-22.4125792
Fernão Dias.MG-BR381.873.0,Fernão Dias,873,MG-BR381,-45.961093,-22.413396
Fernão Dias.MG-BR381.873.1,Fernão Dias,873.1,MG-BR381,-45.96165996,-22.41425409
Fernão Dias.MG-BR381.873.2,Fernão Dias,873.2,MG-BR381,-45.96194379,-22.41468366
Fernão Dias.MG-BR381.873.3,Fernão Dias,873.3,MG-BR381,-45.96279423,-22.4159708
Fernão Dias.MG-BR381.873.4,Fernão Dias,873.4,MG-BR381,-45.96336154,-22.41682941
Fernão Dias.MG-BR381.873.5,Fernão Dias,873.5,MG-BR381,-45.9639285,-22.4176875
Fernão Dias.MG-BR381.873.6,Fernão Dias,873.6,MG-BR381,-45.96449546,-22.41854559
Fernão Dias.MG-BR381.873.7,Fernão Dias,873.7,MG-BR381,-45.96493782,-22.41921509
Fernão Dias.MG-BR381.873.8,Fernão Dias,873.8,MG-BR381,-45.96562973,-22.4202623
Fernão Dias.MG-BR381.873.9,Fernão Dias,873.9,MG-BR381,-45.96619704,-22.42112091
Fernão Dias.MG-BR381.874.0,Fernão Dias,874,MG-BR381,-45.9665497,-22.4215887
Fernão Dias.MG-BR381.874.1,Fernão Dias,874.1,MG-BR381,-45.96741134,-22.42263024
Fernão Dias.MG-BR381.874.2,Fernão Dias,874.2,MG-BR381,-45.96805908,-22.42328188
Fernão Dias.MG-BR381.874.3,Fernão Dias,874.3,MG-BR381,-45.96870642,-22.42393312
Fernão Dias.MG-BR381.874.4,Fernão Dias,874.4,MG-BR381,-45.96935416,-22.42458476
Fernão Dias.MG-BR381.874.5,Fernão Dias,874.5,MG-BR381,-45.96999518,-22.42522964
Fernão Dias.MG-BR381.874.6,Fernão Dias,874.6,MG-BR381,-45.97064884,-22.42588724
Fernão Dias.MG-BR381.874.7,Fernão Dias,874.7,MG-BR381,-45.97129658,-22.42653888
Fernão Dias.MG-BR381.874.8,Fernão Dias,874.8,MG-BR381,-45.97194392,-22.42719012
Fernão Dias.MG-BR381.874.9,Fernão Dias,874.9,MG-BR381,-45.97233241,-22.42758094
Fernão Dias.MG-BR381.875.0,Fernão Dias,875,MG-BR381,-45.973239,-22.428493
