concessionaria;mes_ano;sentido;praca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
RODOVIA DO AÇO;01-07-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5596;2;11192
RODOVIA DO AÇO;01-08-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5491;2;10982
RODOVIA DO AÇO;01-08-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5540;2;11080
RODOVIA DO AÇO;01-09-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5284;2;10568
RODOVIA DO AÇO;01-09-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5219;2;10438
RODOVIA DO AÇO;01-10-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5739;2;11478
RODOVIA DO AÇO;01-10-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5682;2;11364
RODOVIA DO AÇO;01-11-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5492;2;10984
RODOVIA DO AÇO;01-11-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5479;2;10958
RODOVIA DO AÇO;01-12-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5766;2;11532
RODOVIA DO AÇO;01-12-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6046;2;12092
RODOVIA DO AÇO;01-01-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;119;1,5;178,5
RODOVIA DO AÇO;01-01-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;168;1,5;252
RODOVIA DO AÇO;01-02-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;110;1,5;165
RODOVIA DO AÇO;01-02-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;164;1,5;246
RODOVIA DO AÇO;01-03-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;111;1,5;166,5
RODOVIA DO AÇO;01-03-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;161;1,5;241,5
RODOVIA DO AÇO;01-04-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;92;1,5;138
RODOVIA DO AÇO;01-04-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;152;1,5;228
RODOVIA DO AÇO;01-05-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;115;1,5;172,5
RODOVIA DO AÇO;01-05-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;153;1,5;229,5
RODOVIA DO AÇO;01-06-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;3;1,5;4,5
RODOVIA DO AÇO;01-06-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;169;1,5;253,5
RODOVIA DO AÇO;01-07-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;148;1,5;222
RODOVIA DO AÇO;01-07-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;161;1,5;241,5
RODOVIA DO AÇO;01-08-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;162;1,5;243
RODOVIA DO AÇO;01-08-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;152;1,5;228
RODOVIA DO AÇO;01-09-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;165;1,5;247,5
RODOVIA DO AÇO;01-09-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;173;1,5;259,5
RODOVIA DO AÇO;01-10-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;162;1,5;243
RODOVIA DO AÇO;01-10-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;179;1,5;268,5
RODOVIA DO AÇO;01-11-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;141;1,5;211,5
RODOVIA DO AÇO;01-11-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;151;1,5;226,5
RODOVIA DO AÇO;01-12-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;170;1,5;255
RODOVIA DO AÇO;01-12-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;209;1,5;313,5
RODOVIA DO AÇO;01-01-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14094;3;42282
RODOVIA DO AÇO;01-01-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12726;3;38178
RODOVIA DO AÇO;01-02-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11884;3;35652
RODOVIA DO AÇO;01-02-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;10602;3;31806
RODOVIA DO AÇO;01-03-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12818;3;38454
RODOVIA DO AÇO;01-03-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11693;3;35079
RODOVIA DO AÇO;01-04-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12812;3;38436
RODOVIA DO AÇO;01-04-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11379;3;34137
RODOVIA DO AÇO;01-05-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12326;3;36978
RODOVIA DO AÇO;01-05-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11087;3;33261
RODOVIA DO AÇO;01-06-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;468;3;1404
RODOVIA DO AÇO;01-06-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11088;3;33264
RODOVIA DO AÇO;01-07-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13447;3;40341
RODOVIA DO AÇO;01-07-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11632;3;34896
RODOVIA DO AÇO;01-08-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13540;3;40620
RODOVIA DO AÇO;01-08-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11852;3;35556
RODOVIA DO AÇO;01-09-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13428;3;40284
RODOVIA DO AÇO;01-09-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11464;3;34392
RODOVIA DO AÇO;01-10-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14192;3;42576
RODOVIA DO AÇO;01-10-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12572;3;37716
RODOVIA DO AÇO;01-11-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13423;3;40269
RODOVIA DO AÇO;01-11-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11727;3;35181
RODOVIA DO AÇO;01-12-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13708;3;41124
RODOVIA DO AÇO;01-12-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12272;3;36816
RODOVIA DO AÇO;01-01-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;9;2;18
RODOVIA DO AÇO;01-01-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;19;2;38
RODOVIA DO AÇO;01-02-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;11;2;22
RODOVIA DO AÇO;01-02-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;9;2;18
RODOVIA DO AÇO;01-03-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;18;2;36
RODOVIA DO AÇO;01-03-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;18;2;36
RODOVIA DO AÇO;01-04-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;19;2;38
RODOVIA DO AÇO;01-04-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;22;2;44
RODOVIA DO AÇO;01-05-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;21;2;42
RODOVIA DO AÇO;01-05-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;16;2;32
RODOVIA DO AÇO;01-06-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;2;2;4
RODOVIA DO AÇO;01-06-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;26;2;52
RODOVIA DO AÇO;01-07-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;27;2;54
RODOVIA DO AÇO;01-07-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;38;2;76
RODOVIA DO AÇO;01-08-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;33;2;66
RODOVIA DO AÇO;01-08-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;30;2;60
RODOVIA DO AÇO;01-09-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;26;2;52
RODOVIA DO AÇO;01-09-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;17;2;34
RODOVIA DO AÇO;01-10-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;23;2;46
RODOVIA DO AÇO;01-10-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;20;2;40
RODOVIA DO AÇO;01-11-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;28;2;56
RODOVIA DO AÇO;01-11-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;27;2;54
RODOVIA DO AÇO;01-12-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;30;2;60
RODOVIA DO AÇO;01-12-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;35;2;70
RODOVIA DO AÇO;01-01-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2752;4;11008
RODOVIA DO AÇO;01-01-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1934;4;7736
RODOVIA DO AÇO;01-02-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2350;4;9400
RODOVIA DO AÇO;01-02-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1781;4;7124
RODOVIA DO AÇO;01-03-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2755;4;11020
RODOVIA DO AÇO;01-03-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2107;4;8428
RODOVIA DO AÇO;01-04-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2617;4;10468
RODOVIA DO AÇO;01-04-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1971;4;7884
RODOVIA DO AÇO;01-05-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2643;4;10572
RODOVIA DO AÇO;01-05-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2000;4;8000
RODOVIA DO AÇO;01-06-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;94;4;376
RODOVIA DO AÇO;01-06-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1965;4;7860
RODOVIA DO AÇO;01-07-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2594;4;10376
RODOVIA DO AÇO;01-07-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2041;4;8164
RODOVIA DO AÇO;01-08-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2862;4;11448
RODOVIA DO AÇO;01-08-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2168;4;8672
RODOVIA DO AÇO;01-09-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2848;4;11392
RODOVIA DO AÇO;01-09-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2315;4;9260
RODOVIA DO AÇO;01-10-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2900;4;11600
RODOVIA DO AÇO;01-10-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2278;4;9112
RODOVIA DO AÇO;01-11-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2769;4;11076
RODOVIA DO AÇO;01-11-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2249;4;8996
RODOVIA DO AÇO;01-12-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2978;4;11912
RODOVIA DO AÇO;01-12-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2252;4;9008
RODOVIA DO AÇO;01-01-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7593;5;37965
RODOVIA DO AÇO;01-01-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7573;5;37865
RODOVIA DO AÇO;01-02-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7682;5;38410
RODOVIA DO AÇO;01-02-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7354;5;36770
RODOVIA DO AÇO;01-03-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9226;5;46130
RODOVIA DO AÇO;01-03-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9519;5;47595
RODOVIA DO AÇO;01-04-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8331;5;41655
RODOVIA DO AÇO;01-04-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8116;5;40580
RODOVIA DO AÇO;01-05-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8190;5;40950
RODOVIA DO AÇO;01-05-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8251;5;41255
RODOVIA DO AÇO;01-06-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;294;5;1470
RODOVIA DO AÇO;01-06-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7609;5;38045
RODOVIA DO AÇO;01-07-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7533;5;37665
RODOVIA DO AÇO;01-07-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7347;5;36735
RODOVIA DO AÇO;01-08-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8129;5;40645
RODOVIA DO AÇO;01-08-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8463;5;42315
RODOVIA DO AÇO;01-09-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9129;5;45645
RODOVIA DO AÇO;01-09-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9012;5;45060
RODOVIA DO AÇO;01-10-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8507;5;42535
RODOVIA DO AÇO;01-10-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8508;5;42540
RODOVIA DO AÇO;01-11-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8798;5;43990
RODOVIA DO AÇO;01-11-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8753;5;43765
RODOVIA DO AÇO;01-12-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9203;5;46015
RODOVIA DO AÇO;01-12-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8825;5;44125
RODOVIA DO AÇO;01-01-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6986;6;41916
RODOVIA DO AÇO;01-01-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6220;6;37320
RODOVIA DO AÇO;01-02-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6865;6;41190
RODOVIA DO AÇO;01-02-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6194;6;37164
RODOVIA DO AÇO;01-03-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;8101;6;48606
RODOVIA DO AÇO;01-03-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7570;6;45420
RODOVIA DO AÇO;01-04-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7975;6;47850
RODOVIA DO AÇO;01-04-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7281;6;43686
RODOVIA DO AÇO;01-05-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7885;6;47310
RODOVIA DO AÇO;01-05-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6995;6;41970
RODOVIA DO AÇO;01-06-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;277;6;1662
RODOVIA DO AÇO;01-06-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7037;6;42222
RODOVIA DO AÇO;01-07-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;8495;6;50970
RODOVIA DO AÇO;01-07-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7091;6;42546
RODOVIA DO AÇO;01-08-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;8781;6;52686
RODOVIA DO AÇO;01-08-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7578;6;45468
RODOVIA DO AÇO;01-09-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;8575;6;51450
RODOVIA DO AÇO;01-09-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7538;6;45228
RODOVIA DO AÇO;01-10-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;9117;6;54702
RODOVIA DO AÇO;01-10-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7926;6;47556
RODOVIA DO AÇO;01-11-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;8675;6;52050
RODOVIA DO AÇO;01-11-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7727;6;46362
RODOVIA DO AÇO;01-12-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;8919;6;53514
RODOVIA DO AÇO;01-12-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7575;6;45450
RODOVIA DO AÇO;01-01-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1634;0,5;817
RODOVIA DO AÇO;01-01-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1561;0,5;780,5
RODOVIA DO AÇO;01-02-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1607;0,5;803,5
RODOVIA DO AÇO;01-02-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1652;0,5;826
RODOVIA DO AÇO;01-03-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1544;0,5;772
RODOVIA DO AÇO;01-03-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1600;0,5;800
RODOVIA DO AÇO;01-04-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1712;0,5;856
RODOVIA DO AÇO;01-04-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1723;0,5;861,5
RODOVIA DO AÇO;01-05-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1535;0,5;767,5
RODOVIA DO AÇO;01-05-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1586;0,5;793
RODOVIA DO AÇO;01-06-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;52;0,5;26
RODOVIA DO AÇO;01-06-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1442;0,5;721
RODOVIA DO AÇO;01-07-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1424;0,5;712
RODOVIA DO AÇO;01-07-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1437;0,5;718,5
RODOVIA DO AÇO;01-08-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1452;0,5;726
RODOVIA DO AÇO;01-08-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1500;0,5;750
RODOVIA DO AÇO;01-09-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1495;0,5;747,5
RODOVIA DO AÇO;01-09-2013;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1524;0,5;762
RODOVIA DO AÇO;01-10-2013;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1503;0,5;751,5
