concessionaria;mes_ano;sentido;praca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
RODOVIA DO AÇO;01-02-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5722;2;11444
RODOVIA DO AÇO;01-03-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6285;2;12570
RODOVIA DO AÇO;01-03-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6127;2;12254
RODOVIA DO AÇO;01-04-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5977;2;11954
RODOVIA DO AÇO;01-04-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5828;2;11656
RODOVIA DO AÇO;01-05-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6580;2;13160
RODOVIA DO AÇO;01-05-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6415;2;12830
RODOVIA DO AÇO;01-06-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6048;2;12096
RODOVIA DO AÇO;01-06-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5896;2;11792
RODOVIA DO AÇO;01-07-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6271;2;12542
RODOVIA DO AÇO;01-07-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6114;2;12228
RODOVIA DO AÇO;01-08-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6329;2;12658
RODOVIA DO AÇO;01-08-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6170;2;12340
RODOVIA DO AÇO;01-09-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6291;2;12582
RODOVIA DO AÇO;01-09-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6133;2;12266
RODOVIA DO AÇO;01-10-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6146;2;12292
RODOVIA DO AÇO;01-10-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;5992;2;11984
RODOVIA DO AÇO;01-11-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6379;2;12758
RODOVIA DO AÇO;01-11-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6220;2;12440
RODOVIA DO AÇO;01-12-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6913;2;13826
RODOVIA DO AÇO;01-12-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 2;Comercial;6740;2;13480
RODOVIA DO AÇO;01-01-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;158;1,5;237
RODOVIA DO AÇO;01-01-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;224;1,5;336
RODOVIA DO AÇO;01-02-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;125;1,5;187,5
RODOVIA DO AÇO;01-02-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;176;1,5;264
RODOVIA DO AÇO;01-03-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;141;1,5;211,5
RODOVIA DO AÇO;01-03-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;199;1,5;298,5
RODOVIA DO AÇO;01-04-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;146;1,5;219
RODOVIA DO AÇO;01-04-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;207;1,5;310,5
RODOVIA DO AÇO;01-05-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;131;1,5;196,5
RODOVIA DO AÇO;01-05-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;186;1,5;279
RODOVIA DO AÇO;01-06-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;138;1,5;207
RODOVIA DO AÇO;01-06-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;194;1,5;291
RODOVIA DO AÇO;01-07-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;153;1,5;229,5
RODOVIA DO AÇO;01-07-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;216;1,5;324
RODOVIA DO AÇO;01-08-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;102;1,5;153
RODOVIA DO AÇO;01-08-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;145;1,5;217,5
RODOVIA DO AÇO;01-09-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;128;1,5;192
RODOVIA DO AÇO;01-09-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;180;1,5;270
RODOVIA DO AÇO;01-10-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;89;1,5;133,5
RODOVIA DO AÇO;01-10-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;126;1,5;189
RODOVIA DO AÇO;01-11-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;104;1,5;156
RODOVIA DO AÇO;01-11-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;146;1,5;219
RODOVIA DO AÇO;01-12-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;175;1,5;262,5
RODOVIA DO AÇO;01-12-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 3;Passeio;247;1,5;370,5
RODOVIA DO AÇO;01-01-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;15239;3;45717
RODOVIA DO AÇO;01-01-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13760;3;41280
RODOVIA DO AÇO;01-02-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13451;3;40353
RODOVIA DO AÇO;01-02-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12145;3;36435
RODOVIA DO AÇO;01-03-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13371;3;40113
RODOVIA DO AÇO;01-03-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12074;3;36222
RODOVIA DO AÇO;01-04-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12917;3;38751
RODOVIA DO AÇO;01-04-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;11663;3;34989
RODOVIA DO AÇO;01-05-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14255;3;42765
RODOVIA DO AÇO;01-05-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12871;3;38613
RODOVIA DO AÇO;01-06-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13880;3;41640
RODOVIA DO AÇO;01-06-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12532;3;37596
RODOVIA DO AÇO;01-07-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14860;3;44580
RODOVIA DO AÇO;01-07-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13418;3;40254
RODOVIA DO AÇO;01-08-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14546;3;43638
RODOVIA DO AÇO;01-08-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13135;3;39405
RODOVIA DO AÇO;01-09-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14621;3;43863
RODOVIA DO AÇO;01-09-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13202;3;39606
RODOVIA DO AÇO;01-10-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13974;3;41922
RODOVIA DO AÇO;01-10-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12617;3;37851
RODOVIA DO AÇO;01-11-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13418;3;40254
RODOVIA DO AÇO;01-11-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;12116;3;36348
RODOVIA DO AÇO;01-12-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;14612;3;43836
RODOVIA DO AÇO;01-12-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 4;Comercial;13193;3;39579
RODOVIA DO AÇO;01-01-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;7;2;14
RODOVIA DO AÇO;01-01-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;15;2;30
RODOVIA DO AÇO;01-02-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;7;2;14
RODOVIA DO AÇO;01-02-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;15;2;30
RODOVIA DO AÇO;01-03-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;13;2;26
RODOVIA DO AÇO;01-03-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;28;2;56
RODOVIA DO AÇO;01-04-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;14;2;28
RODOVIA DO AÇO;01-04-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;31;2;62
RODOVIA DO AÇO;01-05-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10;2;20
RODOVIA DO AÇO;01-05-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;23;2;46
RODOVIA DO AÇO;01-06-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;14;2;28
RODOVIA DO AÇO;01-06-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;29;2;58
RODOVIA DO AÇO;01-07-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;11;2;22
RODOVIA DO AÇO;01-07-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;23;2;46
RODOVIA DO AÇO;01-08-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10;2;20
RODOVIA DO AÇO;01-08-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;23;2;46
RODOVIA DO AÇO;01-09-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;14;2;28
RODOVIA DO AÇO;01-09-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;29;2;58
RODOVIA DO AÇO;01-10-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10;2;20
RODOVIA DO AÇO;01-10-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;23;2;46
RODOVIA DO AÇO;01-11-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10;2;20
RODOVIA DO AÇO;01-11-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;21;2;42
RODOVIA DO AÇO;01-12-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;10;2;20
RODOVIA DO AÇO;01-12-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 5;Passeio;22;2;44
RODOVIA DO AÇO;01-01-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2377;4;9508
RODOVIA DO AÇO;01-01-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1671;4;6684
RODOVIA DO AÇO;01-02-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2267;4;9068
RODOVIA DO AÇO;01-02-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1593;4;6372
RODOVIA DO AÇO;01-03-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2282;4;9128
RODOVIA DO AÇO;01-03-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1604;4;6416
RODOVIA DO AÇO;01-04-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2306;4;9224
RODOVIA DO AÇO;01-04-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1620;4;6480
RODOVIA DO AÇO;01-05-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2936;4;11744
RODOVIA DO AÇO;01-05-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2063;4;8252
RODOVIA DO AÇO;01-06-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2390;4;9560
RODOVIA DO AÇO;01-06-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1680;4;6720
RODOVIA DO AÇO;01-07-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2439;4;9756
RODOVIA DO AÇO;01-07-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1714;4;6856
RODOVIA DO AÇO;01-08-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2373;4;9492
RODOVIA DO AÇO;01-08-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1668;4;6672
RODOVIA DO AÇO;01-09-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2251;4;9004
RODOVIA DO AÇO;01-09-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1581;4;6324
RODOVIA DO AÇO;01-10-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2296;4;9184
RODOVIA DO AÇO;01-10-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1614;4;6456
RODOVIA DO AÇO;01-11-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2417;4;9668
RODOVIA DO AÇO;01-11-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1699;4;6796
RODOVIA DO AÇO;01-12-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2794;4;11176
RODOVIA DO AÇO;01-12-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;1964;4;7856
RODOVIA DO AÇO;01-01-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;10014;5;50070
RODOVIA DO AÇO;01-01-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9988;5;49940
RODOVIA DO AÇO;01-02-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9879;5;49395
RODOVIA DO AÇO;01-02-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9852;5;49260
RODOVIA DO AÇO;01-03-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9547;5;47735
RODOVIA DO AÇO;01-03-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9522;5;47610
RODOVIA DO AÇO;01-04-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9372;5;46860
RODOVIA DO AÇO;01-04-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;9348;5;46740
RODOVIA DO AÇO;01-05-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;12095;5;60475
RODOVIA DO AÇO;01-05-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;12063;5;60315
RODOVIA DO AÇO;01-06-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8925;5;44625
RODOVIA DO AÇO;01-06-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8901;5;44505
RODOVIA DO AÇO;01-07-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8392;5;41960
RODOVIA DO AÇO;01-07-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8369;5;41845
RODOVIA DO AÇO;01-08-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8363;5;41815
RODOVIA DO AÇO;01-08-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8341;5;41705
RODOVIA DO AÇO;01-09-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7720;5;38600
RODOVIA DO AÇO;01-09-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7699;5;38495
RODOVIA DO AÇO;01-10-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8186;5;40930
RODOVIA DO AÇO;01-10-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8164;5;40820
RODOVIA DO AÇO;01-11-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7910;5;39550
RODOVIA DO AÇO;01-11-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7890;5;39450
RODOVIA DO AÇO;01-12-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8386;5;41930
RODOVIA DO AÇO;01-12-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8364;5;41820
RODOVIA DO AÇO;01-01-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5723;6;34338
RODOVIA DO AÇO;01-01-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5096;6;30576
RODOVIA DO AÇO;01-02-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5515;6;33090
RODOVIA DO AÇO;01-02-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;4910;6;29460
RODOVIA DO AÇO;01-03-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5164;6;30984
RODOVIA DO AÇO;01-03-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;4597;6;27582
RODOVIA DO AÇO;01-04-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5161;6;30966
RODOVIA DO AÇO;01-04-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;4595;6;27570
RODOVIA DO AÇO;01-05-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6451;6;38706
RODOVIA DO AÇO;01-05-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5744;6;34464
RODOVIA DO AÇO;01-06-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6681;6;40086
RODOVIA DO AÇO;01-06-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5948;6;35688
RODOVIA DO AÇO;01-07-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6857;6;41142
RODOVIA DO AÇO;01-07-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6105;6;36630
RODOVIA DO AÇO;01-08-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7653;6;45918
RODOVIA DO AÇO;01-08-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6814;6;40884
RODOVIA DO AÇO;01-09-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7206;6;43236
RODOVIA DO AÇO;01-09-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6416;6;38496
RODOVIA DO AÇO;01-10-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7207;6;43242
RODOVIA DO AÇO;01-10-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6416;6;38496
RODOVIA DO AÇO;01-11-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6849;6;41094
RODOVIA DO AÇO;01-11-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6098;6;36588
RODOVIA DO AÇO;01-12-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7411;6;44466
RODOVIA DO AÇO;01-12-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6599;6;39594
RODOVIA DO AÇO;01-01-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1983;0,5;991,5
RODOVIA DO AÇO;01-01-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1895;0,5;947,5
RODOVIA DO AÇO;01-02-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;2086;0,5;1043
RODOVIA DO AÇO;01-02-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1993;0,5;996,5
RODOVIA DO AÇO;01-03-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1751;0,5;875,5
RODOVIA DO AÇO;01-03-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1672;0,5;836
RODOVIA DO AÇO;01-04-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;2017;0,5;1008,5
RODOVIA DO AÇO;01-04-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1926;0,5;963
RODOVIA DO AÇO;01-05-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1894;0,5;947
RODOVIA DO AÇO;01-05-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1810;0,5;905
RODOVIA DO AÇO;01-06-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1683;0,5;841,5
RODOVIA DO AÇO;01-06-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1608;0,5;804
RODOVIA DO AÇO;01-07-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1843;0,5;921,5
RODOVIA DO AÇO;01-07-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1760;0,5;880
RODOVIA DO AÇO;01-08-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;2032;0,5;1016
RODOVIA DO AÇO;01-08-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1941;0,5;970,5
RODOVIA DO AÇO;01-09-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1957;0,5;978,5
RODOVIA DO AÇO;01-09-2011;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1869;0,5;934,5
RODOVIA DO AÇO;01-10-2011;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1881;0,5;940,5
