concessionaria;mes_ano;sentido;praca;tipo_de_cobranca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 04 BR-116/BA km 566,405 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 11";"Passeio";125.00;2.00;250.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 04 BR-116/BA km 566,405 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 12";"Moto";1143.00;0.50;571.50
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 04 BR-116/BA km 566,405 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 12";"Moto";1150.00;0.50;575.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 1";"Passeio";28048.00;1.00;28048.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 1";"Passeio";28791.00;1.00;28791.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 2";"Comercial";7242.00;2.00;14484.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 2";"Comercial";8068.00;2.00;16136.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 3";"Comercial";16590.00;3.00;49770.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 3";"Comercial";19000.00;3.00;57000.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 4";"Comercial";6308.00;4.00;25232.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 4";"Comercial";6831.00;4.00;27324.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 5";"Comercial";16225.00;5.00;81125.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 5";"Comercial";17524.00;5.00;87620.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 6";"Comercial";21987.00;6.00;131922.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 6";"Comercial";23755.00;6.00;142530.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 7";"Comercial";4019.00;7.00;28133.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 7";"Comercial";4182.00;7.00;29274.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 8";"Comercial";81.00;8.00;648.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 8";"Comercial";79.00;8.00;632.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 9";"Comercial";2963.00;9.00;26667.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 9";"Comercial";3116.00;9.00;28044.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 10";"Passeio";442.00;1.50;663.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 10";"Passeio";441.00;1.50;661.50
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 11";"Passeio";102.00;2.00;204.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 11";"Passeio";105.00;2.00;210.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 12";"Moto";1131.00;0.50;565.50
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 05 BR-116/BA km 698,41 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 12";"Moto";1183.00;0.50;591.50
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 1";"Passeio";40365.00;1.00;40365.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 1";"Passeio";41307.00;1.00;41307.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 2";"Comercial";8785.00;2.00;17570.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 2";"Comercial";9696.00;2.00;19392.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 3";"Comercial";17041.00;3.00;51123.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 3";"Comercial";19512.00;3.00;58536.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 4";"Comercial";6370.00;4.00;25480.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 4";"Comercial";6916.00;4.00;27664.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 5";"Comercial";16287.00;5.00;81435.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 5";"Comercial";17491.00;5.00;87455.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 6";"Comercial";22174.00;6.00;133044.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 6";"Comercial";23810.00;6.00;142860.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 7";"Comercial";4027.00;7.00;28189.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 7";"Comercial";4179.00;7.00;29253.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 8";"Comercial";74.00;8.00;592.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 8";"Comercial";85.00;8.00;680.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 9";"Comercial";2970.00;9.00;26730.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 9";"Comercial";3119.00;9.00;28071.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 10";"Passeio";478.00;1.50;717.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 10";"Passeio";495.00;1.50;742.50
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 11";"Passeio";140.00;2.00;280.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 11";"Passeio";137.00;2.00;274.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 12";"Moto";2003.00;0.50;1001.50
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 06 BR-116/BA km 773,819 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 12";"Moto";2009.00;0.50;1004.50
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 1";"Passeio";25114.00;1.00;25114.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 1";"Passeio";26164.00;1.00;26164.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 2";"Comercial";5387.00;2.00;10774.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 2";"Comercial";6250.00;2.00;12500.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 3";"Comercial";15965.00;3.00;47895.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 3";"Comercial";18857.00;3.00;56571.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 4";"Comercial";6221.00;4.00;24884.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 4";"Comercial";6878.00;4.00;27512.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 5";"Comercial";15881.00;5.00;79405.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 5";"Comercial";17101.00;5.00;85505.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 6";"Comercial";22724.00;6.00;136344.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 6";"Comercial";23992.00;6.00;143952.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 7";"Comercial";4174.00;7.00;29218.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 7";"Comercial";4325.00;7.00;30275.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 8";"Comercial";83.00;8.00;664.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 8";"Comercial";111.00;8.00;888.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 9";"Comercial";2959.00;9.00;26631.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 9";"Comercial";3159.00;9.00;28431.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 10";"Passeio";546.00;1.50;819.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 10";"Passeio";569.00;1.50;853.50
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 11";"Passeio";121.00;2.00;242.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 11";"Passeio";133.00;2.00;266.00
"VIA BAHIA";"01/03/2015";"Decrescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 12";"Moto";720.00;0.50;360.00
"VIA BAHIA";"01/03/2015";"Crescente";"Praça 07 BR-116/BA km 873,499 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 12";"Moto";733.00;0.50;366.50
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 1";"Passeio";471980.00;1.00;471980.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 1";"Passeio";478593.00;1.00;478593.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 2";"Comercial";47280.00;2.00;94560.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 2";"Comercial";48241.00;2.00;96482.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 3";"Comercial";26110.00;3.00;78330.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 3";"Comercial";26521.00;3.00;79563.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 4";"Comercial";5638.00;4.00;22552.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 4";"Comercial";8557.00;4.00;34228.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 5";"Comercial";9842.00;5.00;49210.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 5";"Comercial";10774.00;5.00;53870.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 6";"Comercial";13867.00;6.00;83202.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 6";"Comercial";12860.00;6.00;77160.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 7";"Comercial";6597.00;7.00;46179.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 7";"Comercial";5250.00;7.00;36750.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 8";"Comercial";138.00;8.00;1104.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 8";"Comercial";125.00;8.00;1000.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 9";"Comercial";5984.00;9.00;53856.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 9";"Comercial";3625.00;9.00;32625.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 10";"Passeio";945.00;1.50;1417.50
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 10";"Passeio";938.00;1.50;1407.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 11";"Passeio";227.00;2.00;454.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 11";"Passeio";214.00;2.00;428.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 12";"Moto";13919.00;0.50;6959.50
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 01 BR-324/BA km 597,728 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 12";"Moto";14191.00;0.50;7095.50
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 1";"Passeio";308792.00;1.00;308792.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 1";"Passeio";315492.00;1.00;315492.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 2";"Comercial";35511.00;2.00;71022.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 2";"Comercial";34968.00;2.00;69936.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 3";"Comercial";30058.00;3.00;90174.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 3";"Comercial";30946.00;3.00;92838.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 4";"Comercial";9672.00;4.00;38688.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 4";"Comercial";11712.00;4.00;46848.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 5";"Comercial";13183.00;5.00;65915.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 5";"Comercial";14442.00;5.00;72210.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 6";"Comercial";16893.00;6.00;101358.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 6";"Comercial";18180.00;6.00;109080.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 7";"Comercial";8855.00;7.00;61985.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 7";"Comercial";8673.00;7.00;60711.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 8";"Comercial";150.00;8.00;1200.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 8";"Comercial";139.00;8.00;1112.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 9";"Comercial";6801.00;9.00;61209.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 9";"Comercial";4925.00;9.00;44325.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 10";"Passeio";1162.00;1.50;1743.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 10";"Passeio";1134.00;1.50;1701.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 11";"Passeio";274.00;2.00;548.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 11";"Passeio";272.00;2.00;544.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 12";"Moto";8098.00;0.50;4049.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 02 BR-324/BA km 551,094 Sentido 1: Leste Sentido 2: Oeste";"N/I";"Categoria 12";"Moto";8492.00;0.50;4246.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 1";"Passeio";48965.00;1.00;48965.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 1";"Passeio";48502.00;1.00;48502.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 2";"Comercial";10456.00;2.00;20912.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 2";"Comercial";10109.00;2.00;20218.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 3";"Comercial";20522.00;3.00;61566.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 3";"Comercial";21418.00;3.00;64254.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 4";"Comercial";12764.00;4.00;51056.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 4";"Comercial";8514.00;4.00;34056.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 5";"Comercial";15803.00;5.00;79015.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 5";"Comercial";15558.00;5.00;77790.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 6";"Comercial";24811.00;6.00;148866.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 6";"Comercial";24907.00;6.00;149442.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 7";"Comercial";10280.00;7.00;71960.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 7";"Comercial";11180.00;7.00;78260.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 8";"Comercial";212.00;8.00;1696.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 8";"Comercial";206.00;8.00;1648.00
"VIA BAHIA";"01/04/2015";"Decrescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 9";"Comercial";6354.00;9.00;57186.00
"VIA BAHIA";"01/04/2015";"Crescente";"Praça 03 BR-116/BA km 482,138 Sentido 1: Norte Sentido 2: Sul";"N/I";"Categoria 9";"Comercial";9203.00;9.00;82827.00
