concessionaria;mes_ano;sentido;praca;categoria;tipo_de_veiculo;volume_total;multiplicador_de_tarifa;volume_veiculo_equivalente
RODOVIA DO AÇO;01-10-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2952;4;11808
RODOVIA DO AÇO;01-10-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2075;4;8300
RODOVIA DO AÇO;01-11-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2849;4;11396
RODOVIA DO AÇO;01-11-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2002;4;8008
RODOVIA DO AÇO;01-12-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2107;4;8428
RODOVIA DO AÇO;01-12-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 6;Comercial;2783;4;11132
RODOVIA DO AÇO;01-01-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;1875;5;9375
RODOVIA DO AÇO;01-01-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;1870;5;9350
RODOVIA DO AÇO;01-02-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;309;5;1545
RODOVIA DO AÇO;01-02-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;308;5;1540
RODOVIA DO AÇO;01-03-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8882;5;44410
RODOVIA DO AÇO;01-03-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;8858;5;44290
RODOVIA DO AÇO;01-04-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7462;5;37310
RODOVIA DO AÇO;01-04-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7442;5;37210
RODOVIA DO AÇO;01-05-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7423;5;37115
RODOVIA DO AÇO;01-05-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7403;5;37015
RODOVIA DO AÇO;01-06-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7183;5;35915
RODOVIA DO AÇO;01-06-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7164;5;35820
RODOVIA DO AÇO;01-07-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7279;5;36395
RODOVIA DO AÇO;01-07-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7259;5;36295
RODOVIA DO AÇO;01-08-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7634;5;38170
RODOVIA DO AÇO;01-08-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7613;5;38065
RODOVIA DO AÇO;01-09-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7426;5;37130
RODOVIA DO AÇO;01-09-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7407;5;37035
RODOVIA DO AÇO;01-10-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7632;5;38160
RODOVIA DO AÇO;01-10-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7612;5;38060
RODOVIA DO AÇO;01-11-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7699;5;38495
RODOVIA DO AÇO;01-11-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7679;5;38395
RODOVIA DO AÇO;01-12-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7458;5;37290
RODOVIA DO AÇO;01-12-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 7;Comercial;7534;5;37670
RODOVIA DO AÇO;01-01-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;1695;6;10170
RODOVIA DO AÇO;01-01-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;1510;6;9060
RODOVIA DO AÇO;01-02-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;100;6;600
RODOVIA DO AÇO;01-02-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;89;6;534
RODOVIA DO AÇO;01-03-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6380;6;38280
RODOVIA DO AÇO;01-03-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5680;6;34080
RODOVIA DO AÇO;01-04-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6357;6;38142
RODOVIA DO AÇO;01-04-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5659;6;33954
RODOVIA DO AÇO;01-05-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6961;6;41766
RODOVIA DO AÇO;01-05-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6198;6;37188
RODOVIA DO AÇO;01-06-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6788;6;40728
RODOVIA DO AÇO;01-06-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6043;6;36258
RODOVIA DO AÇO;01-07-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6517;6;39102
RODOVIA DO AÇO;01-07-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;5803;6;34818
RODOVIA DO AÇO;01-08-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7200;6;43200
RODOVIA DO AÇO;01-08-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6411;6;38466
RODOVIA DO AÇO;01-09-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6933;6;41598
RODOVIA DO AÇO;01-09-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6173;6;37038
RODOVIA DO AÇO;01-10-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7347;6;44082
RODOVIA DO AÇO;01-10-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6542;6;39252
RODOVIA DO AÇO;01-11-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7450;6;44700
RODOVIA DO AÇO;01-11-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6634;6;39804
RODOVIA DO AÇO;01-12-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;6260;6;37560
RODOVIA DO AÇO;01-12-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 8;Comercial;7244;6;43464
RODOVIA DO AÇO;01-01-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1575;0,5;787,5
RODOVIA DO AÇO;01-01-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1505;0,5;752,5
RODOVIA DO AÇO;01-02-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1855;0,5;927,5
RODOVIA DO AÇO;01-02-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1772;0,5;886
RODOVIA DO AÇO;01-03-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1759;0,5;879,5
RODOVIA DO AÇO;01-03-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1681;0,5;840,5
RODOVIA DO AÇO;01-04-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1787;0,5;893,5
RODOVIA DO AÇO;01-04-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1707;0,5;853,5
RODOVIA DO AÇO;01-05-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1645;0,5;822,5
RODOVIA DO AÇO;01-05-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1571;0,5;785,5
RODOVIA DO AÇO;01-06-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1611;0,5;805,5
RODOVIA DO AÇO;01-06-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1539;0,5;769,5
RODOVIA DO AÇO;01-07-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1762;0,5;881
RODOVIA DO AÇO;01-07-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1683;0,5;841,5
RODOVIA DO AÇO;01-08-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1720;0,5;860
RODOVIA DO AÇO;01-08-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1643;0,5;821,5
RODOVIA DO AÇO;01-09-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1758;0,5;879
RODOVIA DO AÇO;01-09-2012;Crescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1679;0,5;839,5
RODOVIA DO AÇO;01-10-2012;Decrescente;Praça 01  BR-393/RJ km 125,00;Categoria 9;Moto;1956;0,5;978
